n_profile Patient_ID Time E2F Hypoxia p53_PTEN IKK VEGF GSK_3_APC_AXIN Bcl_XL PIP3 PI3K Nutrients TH
995 MB-5370 19.98 0.01 0.495 0.623 0.195 0.465 0.994 0.413 0.273 0.665 0.493 0.0239
996 MB-6192 19.98 0.077 0.495 0 0.903 0.734 0.986 0.851 1 1 0.493 0.0053
997 MB-5145 19.98 0.232 0.495 0 0.899 0.598 0.712 0.842 0.976 0.978 0.493 0.022
998 MB-5280 19.98 0.154078 0.495 0.324 0.594 0.332681 0.604 0.682 0.682 1 0.493 0.0087
999 MB-7077 19.98 0.009 0.495 0.702 0.343 0.607418 0.946 0.325 0.296 1 0.493 0.0069
1000 MB-4695 19.98 0.251 0.495 0.572 0.607 0.453 0.450064 0.438 0.432 1 0.493 0.02
1001 MB-3064 19.98 0.01 0.495 0.7 0.66 0.584 0.908 0.295 0.299 1 0.493 0.0071
1002 MB-6114 19.98 0.659688 0.495 0 0.94 0.769 0.404725 1 1 0.608 0.493 0.004
1003 MB-7225 19.99 0.701 0.495 0 0.988 0.442 0.033 0.251 0.988 0.985359 0.493 0.0115
1004 MB-4982 19.98 0.728 0.495 0 0.977 0.576 0.508 1 1 1 0.493 0.0047
1005 MB-2970 19.98 0.016 0.495 0 0.509 0.551 0.951 0.286 0.999 0.999 0.493 0.004
1006 MB-6060 19.99 0.298 0.495 0.348 0.444 0.715 0.857 0.113 0.67 1 0.493 0.0128
1007 MB-4293 19.99 0.677 0.495 0.761184 0.537 0.365 0.449 0.282 0.235 1 0.493 0.0142
1008 MB-0584 19.98 0.017 0.495 0.858 0.239283 0.5 0.898 0.342805 0.119 0.578 0.493 0.0332
1009 MB-0202 19.99 0.052 0.495 0 0.946 0.319 0.723 0.308 0.545 0.544 0.493 0.012
1010 MB-4332 19.99 0.257 0.495 0 0.993 0.404 0.352 0.429 1 1 0.493 0.0169
1011 MB-5058 19.98 0.073 0.495 0 0.846 0.828 0.797761 0.998 0.639 0.618 0.493 0.0059
1012 MB-6146 19.98 0.271 0.495 0 0.732 0.275 0.801755 0.884 0.621 0.564 0.493 0.0093
1013 MB-5597 19.98 0.001 0.495 0.726 0.764 0.852 0.418 0.234 0.137 0.48 0.493 0.0269
1014 MB-7154 19.99 0.3 0.495 0 0.974 0.797 0.572 0.782 0.948 0.77 0.493 0.0074
1015 MB-0238 19.99 0.156 0.495 0 0.796 0.852 0.409 0.273 0.693 0.594 0.493 0.0142
1016 MB-5218 19.98 0.201261 0.495 0.599 0.391 0.738556 0.815607 0.531 0.396 0.982 0.493 0.0168
1017 MB-6047 19.98 0.356 0.495 0 0.811 0.744 0.799 1 1 1 0.493 0.0035
1018 MB-6232 19.98 0.034809 0.495 0.662 0.319 0.518 0.586 0.299183 0.202609 0.4 0.493 0.0339
1019 MB-0311 19.98 0.052 0.495 0.992 0.016 0.277 1 0.006 0 0 0.493 0.0087
1020 MB-2792 19.98 0.152 0.495 0.613 0.545 0.593 0.49 0.636 0.328 0.811 0.493 0.0264
1021 MB-4171 19.99 0.713 0.495 0.724 0.496 0.531 0.454 0.633 0.278 1 0.493 0.0178
1022 MB-5591 19.98 0.007 0.495 0.856 0.748 0.549 0.717 0.122 0.138 1 0.493 0.0046
1023 MB-5135 19.99 0.713138 0.495 0 0.992 0.582 0.548 0.214 1 0.997 0.493 0.0547
1024 MB-5294 19.99 0.699 0.495 0 0.936 0.596 0.786233 0.951 0.944 0.857 0.493 0.0421
1025 MB-5368 19.99 0.19464 0.495 0.612 0.445 0.204 0.757 0.395841 0.384 1 0.493 0.0167
1026 MB-5559 19.98 0.079579 0.495 0 0.893 0.755 0.416639 0.984 0.685 0.681 0.493 0.0101
1027 MB-3706 19.98 0.333 0.495 0 0.925 0.61 0.879 0.767 0.945 0.934 0.493 0.01
1028 MB-5061 19.98 0.502 0.495 0.391044 0.777 0.515705 0.281 0.689 0.497959 0.793 0.493 0.04
1029 MB-7273 19.99 0.266 0.495 0 0.747 0.677333 0.335 0.992 0.654 0.646 0.493 0.0203
1030 MB-3548 19.98 0.281 0.495 0.663824 0.738 0.455 0.547 0.114 0.285 0.809 0.493 0.0212
1031 MB-4956 19.99 0.407 0.495 0.99 0.583 0.824 0.416 0.504 0.004 0.702 0.493 0.0271
1032 MB-5162 19.99 0.018 0.495 0.971 0.227594 0.274 0.991 0.023 0.021 0.588 0.493 0.0188
1033 MB-7068 19.99 0.349 0.495 0 0.544 0.686 0.845 0.993 0.822 0.797 0.493 0.0197
1034 MB-3383 19.99 0.211 0.495 0 0.910584 0.859 0.793 0.925 0.91 0.897 0.493 0.0228
1035 MB-0486 19.98 0 0.495 0.826 0.235 0.248 0.916 0.125 0.171 1 0.493 0.0114
1036 MB-5189 19.98 0.029 0.495 0 0.507 0.543 0.918 0.647 0.505 0.507 0.493 0.0061
1037 MB-0175 19.98 0.014 0.495 0.352 0.302 0.563 0.94 0.405 0.655 0.798 0.493 0.0132
1038 MB-5533 19.98 0.162 0.495 0 0.984 0.636541 0.186619 1 1 1 0.493 0.0064
1039 MB-7063 19.98 0.025 0.495 0.697 0.23 0.604 0.735 0.358 0.305 1 0.493 0.011
1040 MB-5322 19.98 0.044 0.495 0.877 0.177 0.518 0.622 0.117 0.12 1 0.493 0.0057
1041 MB-5552 19.98 0.073 0.495 0 0.808 0.560238 0.409 0.024 1 0.74 0.493 0.0123
1042 MB-3866 19.98 0.065 0.495 0 0.883 0.871 0.721 0.994 0.960423 0.952 0.493 0.0124
1043 MB-0172 19.98 0.007 0.495 0 0.564 0.375 0.777 0.981 1 1 0.493 0.0025
1044 MB-4696 19.99 0.962 0.495 0 0.743 0.775562 0.879 0.982 0.716 0.701 0.493 0.0092
1045 MB-4827 19.98 0.101 0.495 0.303 0.669 0.246 0.742 0.718 0.698 1 0.493 0.0244
1046 MB-7059 19.98 0.332801 0.495 0 0.844 0.66 0.826 1 1 1 0.493 0.003
1047 MB-3840 19.99 0.046 0.495 0.527 0.286 0.459 0.95 0.665 0.347 0.677 0.493 0.0299
1048 MB-0443 19.98 0.052 0.495 0.624 0.401 0.781 0.928 0.371 0.381 1 0.493 0.0088
1049 MB-2863 19.98 0.035 0.495 0.527 0.277 0.382475 0.965 0.393 0.257303 0.47 0.493 0.0398
1050 MB-3582 19.98 0.238 0.495 0.944 0.421494 0.558 0.982 0.057 0.055 1 0.493 0.0041
1051 MB-7031 19.99 0.771 0.495 0 0.876 0.655 0.332 0.913 0.909 0.754 0.493 0.0146
1052 MB-7102 19.98 0.001 0.495 0.937 0.062 0.461 0.993 0.017 0.041 0.513 0.493 0.0027
1053 MB-5049 19.99 0.226 0.495 0.805 0.439 0.781 0.247825 0.213 0.137 0.717 0.493 0.0165
1054 MB-7143 19.99 0.079 0.495 0.315 0.682 0.765 0.979 0.907 0.327 0.403 0.493 0.0719
1055 MB-0165 19.98 0.413 0.495 0 0.99 0.412 0.037 1 1 1 0.493 0.0028
1056 MB-4869 19.98 0.21 0.495 0.475 0.695 0.392 0.516 0.529 0.528 1 0.493 0.0165
1057 MB-7187 19.99 0.014 0.495 0 0.915 0.772 0.143 0.988 0.386 0.393 0.493 0.0141
1058 MB-7291 19.98 0.076 0.495 0 0.851 0.882901 0.887 0.998 1 1 0.493 0.002
1059 MB-3350 19.98 0.005 0.495 0.743192 0.17 0.633 0.952 0.207 0.157 0.539 0.493 0.0125
1060 MB-6029 19.98 0.247 0.495 0.764632 0.482 0.623 0.938 0.64575 0.237 1 0.493 0.0035
1061 MB-6344 19.98 0.334746 0.495 0 0.927866 0.626 0.484 0.963 0.703 0.452 0.493 0.0116
1062 MB-6287 19.98 0.411 0.495 0.338 0.663 0.763 0.741032 0.484 0.677 1 0.493 0.0093
1063 MB-0363 19.98 0.181 0.495 0.769 0.346 0.662 0.924 0.213 0.229 1 0.493 0.004
1064 MB-4010 19.98 0.458 0.495 0 0.801 0.508 0.627403 0.461 1 0.783 0.493 0.0409
1065 MB-7152 19.98 0.481 0.495 0.763 0.123 0.631 0.978 0.243 0.2 0.637 0.493 0.0143
1066 MB-3329 19.98 0.02 0.495 0 0.73 0.633 0.45 0.935 0.741 0.727268 0.493 0.0047
1067 MB-4825 19.98 0.022 0.495 0.912 0.098 0.172 0.856 0.067 0.056 0.706 0.493 0.0077
1068 MB-4879 19.99 0.499 0.495 0 0.981 0.79 0.415 1 0.542 0.544 0.493 0.0089
1069 MB-6179 19.99 0.554 0.495 0 0.939 0.425 0 1 1 1 0.493 0.001
1070 MB-7235 19.98 0.005 0.495 0.87272 0.201 0.560951 0.815 0.149 0.123 1 0.493 0.0038
1071 MB-5209 19.99 0.758 0.495 0 0.969 0.511 0.686 0.995 0.941 0.815 0.493 0.012
1072 MB-2772 19.98 0.021 0.495 0 0.436 0.713 0 0.109763 1 0.879 0.493 0.0204
1073 MB-5361 19.98 0.048 0.495 0 0.773 0.535 0.853 0.958 0.557 0.55 0.493 0.0056
1074 MB-0163 19.99 0.084099 0.495 0 0.962 0.703428 0.813 0.939 0.978 0.939 0.493 0.0025
1075 MB-0261 19.98 0.015 0.495 0.562 0.445 0.472 0.858 0.407 0.437 1 0.493 0.008
1076 MB-4661 19.98 0.23246 0.495 0.517 0.486 0.304 0.214 0.563 0.487 1 0.493 0.0211
1077 MB-4770 19.98 0.234 0.495 0 0.897 0.595 0.587 0.998 0.775 0.765116 0.493 0.0059
1078 MB-7130 19.99 0.797 0.495 0.846 0.029 0.443 0.154 0.576 0.084 0.522 0.493 0.0289
1079 MB-5268 19.98 0.085 0.495 0.357 0.557 0.689 0.796 0.241 0.653 1 0.493 0.0172
1080 MB-0164 19.98 0.112 0.495 0 0.946 0.861 0.548 0.997 0.81 0.794295 0.493 0.01
1081 MB-5068 19.99 0.374 0.495 0.474 0.401483 0.604748 0.837 0.499585 0.321 0.518 0.493 0.0242
1082 MB-4925 19.98 0.209 0.495 0.653 0.541 0.671157 0.331 0.767 0.328 0.841 0.493 0.0153
1083 MB-0173 19.99 0.022 0.495 0.794 0.215 0.339793 0.976 0.697015 0.153 0.734 0.493 0.0282
1084 MB-2770 19.98 0.037383 0.495 0.568 0.329 0.769 0.55 0.148 0.27 0.544 0.493 0.021
1085 MB-6068 19.99 0.578 0.495 0 0.98 0.695 0.594 0.427 0.988 0.988 0.493 0.0356
1086 MB-4858 19.98 0.017 0.495 0 0.772 0.532 0.875 0.99 0.544 0.538 0.493 0.0028
1087 MB-7161 19.98 0.027 0.495 0.804 0.224 0.848376 0.543 0.123 0.121 0.515 0.493 0.0143
1088 MB-6143 19.99 0.386168 0.495 0 0.919 0.892 0.338325 0.998 1 1 0.493 0.0287
1089 MB-2815 19.98 0.01 0.495 0.796 0.325 0.59 0.542 0.171 0.204 1 0.493 0
1090 MB-3614 19.98 0.804 0.495 0.69 0.384 0.707 0.582 0.28 0.295571 0.934 0.493 0.0111
1091 MB-3067 19.99 0.422 0.495 0 0.877 0.752 0.52 0.782 0.632333 0.527 0.493 0.0239
1092 MB-7292 19.98 0.042 0.495 0.911 0.124 0.706 0.714 0.041 0.071 0.605 0.493 0.0049
1093 MB-5201 19.98 0.022 0.495 0.855 0.132 0.5582 0.815 0.12 0.143 1 0.493 0.0035
1094 MB-5520 19.98 0.044 0.495 0 0.997 0.642722 0.768 0.407 1 1 0.493 0.0088
1095 MB-4303 19.99 0.603 0.495 0 0.882 0.442 0.971 1 0.684 0.674 0.493 0.0105
1096 MB-5532 19.98 0.116 0.495 0.584 0.750944 0.513 0.816 0.174 0.394607 0.649 0.493 0.0105
1097 MB-6300 19.98 0.007 0.495 0 0.602 0.725 0.709 0.058 1 0.749 0.493 0.0049
1098 MB-0398 19.98 0.028 0.495 0 0.91 0.74 0.869 0.998 1 1 0.493 0
1099 MB-4362 19.98 0.539 0.495 0.945 0.224351 0.362 0.842 0.388 0.055 1 0.493 0.0187
1100 MB-5295 19.99 0.649321 0.495 0 0.992 0.619 0.604429 0.456 0.983 0.976 0.493 0.0322
1101 MB-6253 19.98 0.04 0.495 0.319 0.65 0.652 0.699 0.548 0.694 1 0.493 0.0122
1102 MB-4015 19.98 0.126625 0.495 0 1 0.936 0.507 1 1 1 0.493 0.001
1103 MB-0391 19.99 0.02 0.495 0.469 0.647 0.587 0.308 0.311 0.386 0.126 0.493 0.0198
1104 MB-4752 19.98 0.002 0.495 0 0.726 0.656 0.799 0.961 0.601 0.586 0.493 0.0022
1105 MB-4146 19.99 0.962 0.495 0.693 0.788 0.121 0.891 0.315 0.319 1 0.493 0.0203
1106 MB-5364 19.98 0.242 0.495 0.412 0.71 0.582182 0.432 0.376119 0.594 0.984 0.493 0.0437
1107 MB-4797 19.98 0.021 0.495 0.273852 0.687 0.341 0.758 0.817 0.5028 0.642 0.493 0.0215
1108 MB-5446 19.98 0.062 0.495 0.555 0.538203 0.95 0.36 0.455 0.464 1 0.493 0.0264
1109 MB-4675 19.98 0.06 0.495 0.777132 0.232 0.599534 0.406976 0.241 0.221 1 0.493 0.0062
1110 MB-7019 19.98 0.006 0.495 0.922 0.137 0.7 0.695 0.062 0.074 1 0.493 0.002
1111 MB-6149 19.99 0.644773 0.495 0.17 0.509 0.26 0.209 0.69 0.659 0.519 0.493 0.0105
1112 MB-4784 19.99 0.660937 0.495 0.296 0.844546 0.466 0.64 0.685 0.39 0.521 0.493 0.0047
1113 MB-7217 19.98 0.413 0.495 0.576 0.529 0.647 0.785 0.433 0.421 1 0.493 0.0233
1114 MB-6135 19.98 0.429 0.495 0 0.831 0.364 0.643 0.989 1 1 0.493 0.0101
1115 MB-4329 19.98 0.032 0.495 0.477 0.592 0.526 0.685 0.521 0.526 1 0.493 0.008
1116 MB-6097 19.99 0.839544 0.495 0.135 0.832 0.496 0.178 0.785 0.872 1 0.493 0.0077
1117 MB-5227 19.98 0.254405 0.495 0.689 0.765 0.566 0.454 0.311 0.288 0.859 0.493 0.0058
1118 MB-0901 19.99 0.677 0.495 0 0.636 0.723 0.819 0.75 0.794 0.642 0.493 0.04
1119 MB-7250 19.98 0.564 0.495 0 0.976 0.85 0.743 1 1 1 0.493 0.001
1120 MB-5121 19.98 0.003 0.495 0.886 0.073 0.359 0.988 0.044 0.06563 0.518 0.493 0.0036
1121 MB-4871 19.99 0.546 0.495 0.343251 0.861 0.434 0.716 0.783 0.663 1 0.493 0.0192
1122 MB-6042 19.98 0.202 0.495 0.89 0.239 0.548 0.987 0.108 0.111 1 0.493 0.0053
1123 MB-4416 19.99 0.878 0.495 0 0.968 0.435 0.896 1 0.989 0.987 0.493 0.0086
1124 MB-7142 19.99 0.447 0.495 0.449 0.622 0.559176 0.488 0.546 0.4 0.684 0.493 0.0295
1125 MB-3838 19.99 0.071 0.495 0.269 0.35 0.72 0.793 0.055863 0.73 0.828 0.493 0.0215
1126 MB-7065 19.98 0.023 0.495 0.563 0.332 0.311 0.356 0.357 0.234 0.516 0.493 0.0374
1127 MB-2774 19.98 0.002 0.495 0.909 0.142 0.737 0.992 0.067 0.089 1 0.493 0
1128 MB-4578 19.98 0.557 0.495 0.515 0.491078 0.166045 0.886 0.512 0.491 1 0.493 0.0302
1129 MB-3005 19.98 0.003 0.495 0.733 0.297 0.662 0.97 0.249 0.268 1 0.493 0.0086
1130 MB-0446 19.99 0.103 0.495 0 0.806 0.913 0.567 0.431193 0.829507 0.812 0.493 0.0613
1131 MB-4627 19.98 0.001 0.495 0 0.581 0.466 0.302 0.075 1 1 0.493 0.0039
1132 MB-4760 19.98 0.08 0.495 0.497 0.538 0.731 0.761 0.406 0.502 1 0.493 0.0106
1133 MB-6053 19.98 0.504 0.495 0 0.92 0.692 0.710123 0.998 1 1 0.493 0.0059
1134 MB-5206 19.98 0.133 0.495 0.580978 0.574 0.456549 0.958 0.395 0.154 0.357 0.493 0.0313
1135 MB-4961 19.99 0.128 0.495 0.77 0.576 0.457 0.785 0.239 0.22 1 0.493 0.0143
1136 MB-5124 19.98 0.026 0.495 0.845 0.283 0.642 0.898 0.295 0.151 1 0.493 0.008
1137 MB-6330 19.98 0.244 0.495 0.759 0.720283 0.63 0.78 0.273613 0.241 1 0.493 0.0031
1138 MB-0325 19.99 0.502 0.495 0 0.644 0.371951 0.401 0.997 1 1 0.493 0.0174
1139 MB-6346 19.99 0.481 0.495 0.303 0.679282 0.618 0.563 0.608 0.608 0.61501 0.493 0.0291
1140 MB-5279 19.99 0.031 0.495 0.956 0.023 0.192 0.874 0.043 0.043 1 0.493 0.0047
1141 MB-6108 19.98 0.175 0.495 0.608 0.899 0.62 0.194 0.387 0.381 0.958 0.493 0.0028
1142 MB-2895 19.98 0.456 0.495 0 0.925 0.744 0.746 0.842 1 1 0.493 0.0172
1143 MB-7229 19.98 0.01708 0.495 0.675 0.413341 0.341 0.888 0.315 0.324 1 0.493 0.0062
1144 MB-0490 19.98 0.087 0.495 0.607 0.262 0.499 0.488 0.288 0.108 0.261 0.493 0.033
1145 MB-0414 19.99 0.506 0.495 0 0.991 0.509 0.326 0.961 0.999 0.999 0.493 0.0086
1146 MB-0375 19.98 0.015 0.495 0 0.86 0.437 0.845 0.759598 0.913 0.907 0.493 0.0192
1147 MB-5452 19.98 0.035 0.495 0.886 0.336 0.5 0.969 0.034 0.114 1 0.493 0.0064
1148 MB-5624 19.99 0.491 0.495 0 0.96 0.654 0.726 1 0.983 0.958 0.493 0.0034
1149 MB-5632 19.98 0.751 0.495 0.84 0.262 0.572 0.96 0.68 0.094 0.521 0.493 0.0131
1150 MB-3006 19.98 0 0.495 0.799 0.490796 0.839 0.439 0.162 0.204377 1 0.493 0.0126
1151 MB-0474 19.98 0.047 0.495 0 0.939 0.616 0.89 0.482 0.881 0.878 0.493 0.0057
1152 MB-2966 19.98 0.004 0.495 0.501 0.315 0.631 0.98 0.22 0.33 0.624 0.493 0.0092
1153 MB-0174 19.99 0.56 0.495 0 0.971 0.907 0.443 1 0.938 0.934 0.493 0.0279
1154 MB-4648 19.99 0.221 0.495 0.725 0.255 0.562 0.924 0.142 0.192465 0.643 0.493 0.0306
1155 MB-7200 19.98 0.008 0.495 0.938 0.124 0.33967 0.747 0.009 0.057 1 0.493 0.0097
1156 MB-5115 19.99 0.581 0.495 0.221 0.75718 0.743 0.559 0.089 0.782 0.93 0.493 0.0145
1157 MB-4630 19.99 0.496 0.495 0.694 0.225 0.222478 0.351 0.294 0.215 0.651 0.493 0.0234
1158 MB-6167 19.98 0.005 0.495 0.472 0.374 0.54143 0.987 0.458092 0.377 0.621 0.493 0.0132
1159 MB-5308 19.98 0.107 0.495 0.595 0.680204 0.503 0.733 0.445 0.398 1 0.493 0.0158
1160 MB-4968 19.98 0.002 0.495 0.607 0.339 0.504 0.979 0.15 0.29 0.631 0.493 0.0063
1161 MB-4079 19.99 0.939 0.495 0 0.981 0.375 0.023 1 1 1 0.493 8e-04
1162 MB-0469 19.98 0.011 0.495 0 0.849 0.581 0.427 0.998 0.845 0.813 0.493 0.0013
1163 MB-3063 19.99 0.006 0.495 0 0.858 0.714 0.912 0.933 0.949 0.936 0.493 0.0047
1164 MB-2919 19.98 0.021 0.495 0.728 0.229 0.588 0.961 0.048 0.216 0.735 0.493 0.0085
1165 MB-3301 19.98 0 0.495 0.847 0.196 0.776 0.994 0.081 0.114 0.721 0.493 0.0265
1166 MB-5232 19.98 0.248 0.495 0 0.985 0.517 0.356 1 0.968 0.967 0.493 0.0027
1167 MB-0664 19.99 0.593 0.495 0 0.966 0.658 0.599 0.65 0.992 0.966 0.493 0.0962
1168 MB-5199 19.98 0.325 0.495 0 0.989 0.671 0.146 0.687 0.957 0.96 0.493 0.0296
1169 MB-0650 19.98 0.001 0.495 0.546 0.426 0.560282 0.951 0.410049 0.311 0.61 0.493 0.0258
1170 MB-0068 19.98 0 0.495 0.907 0.086 0.298 0.999 0.035 0.094 1 0.493 0.0031
1171 MB-5365 19.98 0.045 0.495 0.61394 0.353 0.285 0.856 0.362545 0.385 1 0.493 0.0319
1172 MB-5358 19.98 0.094 0.495 0.44 0.477 0.592 0.465474 0.55 0.336 0.547 0.493 0.0086
1173 MB-7237 19.98 0.054 0.495 0.863 0.463 0.507 0.891 0.273 0.133 1 0.493 0.0041
1174 MB-0551 19.98 0.029 0.495 0.826 0.408 0.472 0.967 0.169 0.17 1 0.493 0.0067
1175 MB-0626 19.99 0.039 0.495 0 0.572 0.671 0.937 0.733 0.92 0.86013 0.493 0.0116
1176 MB-3436 19.98 0.010682 0.495 0.907 0.067 0.467 0.997 0.008 0.089 1 0.493 0.0057
1177 MB-7086 19.98 0.064841 0.495 0.795 0.228 0.645 0.359 0.198 0.193 0.927 0.493 0.0139
1178 MB-0641 19.98 0 0.495 0.728 0.409 0.538 0.98 0.147 0.111 0.335 0.493 0.0553
1179 MB-0308 19.99 0.037573 0.495 0.895 0.375 0.537 0.147 0.101 0.103 1 0.493 0.0045
1180 MB-5424 19.98 0.008 0.495 0.615 0.562 0.674 0.843 0.352 0.39 1 0.493 0.0198
1181 MB-0437 19.98 0.01 0.495 0.733 0.207 0.663 0.968 0.243047 0.092 0.307 0.493 0.0369
1182 MB-0585 19.98 0.037 0.495 0 0.798239 0.665 0.819 0.715051 0.802 0.789 0.493 0.0074
1183 MB-6189 19.98 0.03 0.495 0.723 0.327 0.40523 0.935 0.222 0.201 0.681206 0.493 0.0063
1184 MB-7042 19.98 0.01 0.495 0.885 0.142 0.582652 0.693 0.102 0.112 1 0.493 0.0039
1185 MB-0097 19.98 0.052 0.495 0.801015 0.211761 0.441787 0 0.238 0.13 0.53 0.493 0.0153
1186 MB-6052 19.98 0.077 0.495 0.849 0.381 0.598 0.547 0.078 0.115 0.764 0.493 0.0106
1187 MB-0349 19.98 0.003 0.495 0.858 0.116 0.487 0.508 0.074 0.148 1 0.493 0.0085
1188 MB-0579 19.98 0.11 0.495 0.608 0.338266 0.631 0.878 0.313379 0.395 1 0.493 0.0091
1189 MB-7147 19.98 0.063 0.495 0.871 0.520024 0.464 0.761 0.448 0.13 0.999 0.493 0.0847
1190 MB-0360 19.98 0.006 0.495 0.74 0.141 0.133 0.77 0.14 0.249 1 0.493 0.0108
1191 MB-5119 19.98 0.252 0.495 0 0.865 0.578 0.861102 1 1 1 0.493 0
1192 MB-6098 19.99 0.529 0.495 0 0.994 0.556 0.375 0.632678 0.993 0.975 0.493 0.0252
1193 MB-2626 19.98 0 0.495 0.876 0.253 0.713 0.996 0.09 0.108 0.887 0.493 0.0059
1194 MB-2705 19.98 0.021 0.495 0.429 0.570852 0.448 0.587 0.156 0.585 1 0.493 0.0126
1195 MB-5214 19.98 0.407 0.495 0.663 0.292 0.229 0.907 0.312 0.141 0.294 0.493 0.0409
1196 MB-4341 19.99 0.582 0.495 0 0.967 0.622 0.251 0.999 0.806 0.789 0.493 0.0067
1197 MB-0286 19.98 0.004 0.495 0.633 0.444 0.731 0.951 0.187 0.371 1 0.493 0.0063
1198 MB-7112 19.98 0.032 0.495 0.769 0.311 0.544 0.988 0.206 0.175 0.69267 0.493 0.0061
1199 MB-4860 19.98 0.034 0.495 0 0.942 0.613 0.835 1 1 1 0.493 0.003
1200 MB-0319 19.98 0.001 0.495 0.737 0.086084 0.347 0.9 0.291 0.104 0.355 0.493 0.046
1201 MB-0306 19.98 0.053 0.495 0 0.946 0.843 0 0.87 1 1 0.493 0.001
1202 MB-5418 19.98 0.01 0.495 0.763 0.482 0.502974 0.767 0.241 0.236 1 0.493 0.0183
1203 MB-0397 19.98 0.004 0.495 0.641 0.484 0.621 0.954 0.36 0.352167 1 0.493 0.0178
1204 MB-4767 19.98 0.051 0.495 0.444 0.637 0.615 0.755 0.564 0.371 0.545 0.493 0.0229
1205 MB-3367 19.99 0.12343 0.495 0 0.961021 0.875 0.795 0.878 0.943 0.918 0.493 0.0151
1206 MB-4977 19.98 0.188 0.495 0.451 0.405 0.651138 0.306 0.415895 0.343 0.593 0.493 0.0131
1207 MB-5190 19.99 0.896 0.495 0 0.992 0.341 0.027 1 1 1 0.493 0
1208 MB-3218 19.99 0.094 0.495 0 0.496 0.644 0.961 0.205 0.899 0.812 0.493 0.1308
1209 MB-3510 19.98 0.253 0.495 0.759 0.343 0.321 0.8 0.213 0.236 1 0.493 0.0073
1210 MB-2963 19.98 0.009 0.495 0 0.838 0.773 0.878 0.608 0.844 0.834 0.493 0.039
1211 MB-2564 19.98 0.105 0.495 0.69904 0.327 0.588 0.958 0.176 0.314 1 0.493 0.0072
1212 MB-0282 19.98 0.053 0.495 0.479236 0.618 0.682 0.58 0.326 0.522 1 0.493 0.0288
1213 MB-0301 19.98 0.003 0.495 0.851 0.247 0.634 0.977 0.122 0.144 1 0.493 0.0031
1214 MB-0242 19.98 0.002 0.495 0.773 0.436 0.59 0.805 0.242 0.222 1 0.493 0.0033
1215 MB-4348 19.99 0.52 0.495 0.827112 0.594 0.564 0.706 0.23 0.138 0.795 0.493 0.0234
1216 MB-5157 19.99 0.200054 0.495 0 0.85 0.825 0.046 0.994 0.537397 0.538 0.493 0.0212
1217 MB-2983 19.98 0.227562 0.495 0 0.602 0.574 0.907681 0.641453 0.516 0.516 0.493 0.0062
1218 MB-5642 19.99 0.003 0.495 0.541 0.516 0.522305 0.986 0.372 0.317 0.555 0.493 0.0179
1219 MB-0406 19.98 0.018 0.495 0.746 0.474 0.666 0.844 0.236 0.256 1 0.493 0.0034
1220 MB-0613 19.99 0.001 0.495 0 1 0.855 0.157 0.961742 1 1 0.493 9e-04
1221 MB-5378 19.99 0.546 0.495 0 0.969 0.74 0.343 0.948 0.979 0.978 0.493 0.0268
1222 MB-0230 19.98 0.325 0.495 0.914 0.385778 0.721 0.24 0.012 0.091 0.372 0.493 0.0173
1223 MB-5471 19.98 0.011 0.495 0 0.915 0.605 0.484872 0.977 1 1 0.493 0.0045
1224 MB-2847 19.99 0.618486 0.495 0 0.852 0.527268 0.769312 0.996 0.876 0.872 0.493 0.0018
1225 MB-0544 19.98 0.002 0.495 0.718 0.189 0.386607 0.994 0.069 0.194626 0.609 0.493 0.0036
1226 MB-0229 19.98 0.005 0.495 0.881 0.163 0.475 0.893 0.066 0.08 0.543 0.493 0.0092
1227 MB-4716 19.99 0.244 0.495 0.56 0.508 0.563515 0.449 0.416 0.278 0.528 0.493 0.0288
1228 MB-0462 19.99 0.049 0.495 0 0.675 0.431 0.851 0.896 0.565 0.549 0.493 0.0027
1229 MB-3297 19.99 0.169 0.495 0 0.53 0.684 0.97 0.53 0.917473 0.915 0.493 0.3074
1230 MB-0438 19.98 0.007 0.495 0.452 0.541 0.813 0.927 0.416 0.553 1 0.493 0.0109
1231 MB-0603 19.98 0.001 0.495 0.794687 0.305 0.566 0.934 0.190333 0.063 0 0.493 0.0146
1232 MB-7089 19.99 0.383 0.495 0 0.936 0.515 0.916649 1 0.924 0.92 0.493 0.0076
1233 MB-3122 19.98 0.521 0.495 0 0.856 0.886 0.81 1 1 1 0.493 0.002
1234 MB-0531 19.99 0.009 0.495 0.736 0.576 0.537 0.969 0.232753 0.191 0.710798 0.493 0.0107
1235 MB-2634 19.98 0.038 0.495 0.475 0.327 0.55 0.933 0.296 0.428 0.750412 0.493 0.034
1236 MB-0495 19.98 0.003 0.495 0 0.978 0.878 0.715 1 0.942 0.948 0.493 0.0109
1237 MB-2854 19.98 0.622 0.495 0 0.361 0.474 0.833 0.814 0.841948 0.83 0.493 0.006
1238 MB-3085 19.98 0.017 0.495 0.837 0.224 0.648 0.992 0.154 0.154 0.956 0.493 0.006
1239 MB-3252 19.98 0.168266 0.495 0.784 0.217 0.622 0.85 0.131 0.171 0.634 0.493 0.0041
1240 MB-2957 19.99 0.183 0.495 0 0.85 0.767 0.573915 0.241 0.985 0.984 0.493 0.0873
1241 MB-0342 19.98 0.001 0.495 0.84 0.248 0.645 0.993 0.141 0.156 1 0.493 0.0049
